СОП-02,5.0,200.0289326,200.0122663,0.0,-1,-1,-1,-1
СОП-02,5.0,200.0622652,200.0289326,0.52728,-1,-1,-1,-1
СОП-02,5.0,200.0955978,200.0622652,0.65438,-1,-1,-1,-1
СОП-02,5.0,200.1289304,200.0955978,0.63584,-1,-1,-1,-1
СОП-02,5.0,200.162263,200.1289304,0.58428,-1,-1,-1,-1
СОП-02,5.0,200.1955956,200.162263,0.54878,-1,-1,-1,-1
СОП-02,5.0,200.2289282,200.1955956,0.56397,-1,-1,-1,-1
СОП-02,5.0,200.2622608,200.2289282,0.76641,-1,-1,-1,-1
СОП-02,5.0,200.2955934,200.2622608,1.23729,-1,-1,-1,-1
СОП-02,5.0,200.328926,200.2955934,1.77524,-1,-1,-1,-1
СОП-02,5.0,200.3622586,200.328926,2.05714,-1,-1,-1,-1
СОП-02,5.0,200.3955912,200.3622586,1.94037,-1,-1,-1,-1
СОП-02,5.0,200.4289238,200.3955912,1.42285,-1,-1,-1,-1
СОП-02,5.0,200.4622564,200.4289238,0.72605,-1,-1,-1,-1
СОП-02,5.0,200.495589,200.4622564,0.17348,661.4166683965711,0.0,0.0006650594396873788,0.0
СОП-02,5.0,200.5289216,200.495589,0.6652,-1,-1,-1,-1
СОП-02,5.0,200.5622542,200.5289216,1.26398,-1,-1,-1,-1
СОП-02,5.0,200.5955868,200.5622542,1.76855,-1,-1,-1,-1
СОП-02,5.0,200.6289194,200.5955868,2.04271,-1,-1,-1,-1
СОП-02,5.0,200.662252,200.6289194,1.82915,-1,-1,-1,-1
СОП-02,5.0,200.6955846,200.662252,1.1429,-1,-1,-1,-1
СОП-02,5.0,200.7289172,200.6955846,0.30538,-1,-1,-1,-1
СОП-02,5.0,200.7622498,200.7289172,0.27564,-1,-1,-1,-1
СОП-02,5.0,200.7955824,200.7622498,0.44847,-1,-1,-1,-1
СОП-02,5.0,200.828915,200.7955824,0.25501,-1,-1,-0.12203319502074694,0.0
СОП-02,5.0,200.8622476,200.828915,0.1866,-1,-1,-1,-1
СОП-02,5.0,200.8955802,200.8622476,0.7407,-1,-1,-1,-1
СОП-02,5.0,200.9289128,200.8955802,1.23354,-1,-1,-1,-1
СОП-02,5.0,200.9622454,200.9289128,1.49108,-1,-1,-1,-1
СОП-02,5.0,200.995578,200.9622454,1.35696,-1,-1,-1,-1
СОП-02,5.0,201.0289106,200.995578,0.75089,-1,-1,-1,-1
СОП-02,5.0,201.0622432,201.0289106,0.22822,-1,-1,-1,-1
СОП-02,5.0,201.0955758,201.0622432,0.98921,-1,-1,-1,-1
СОП-02,5.0,201.1289084,201.0955758,1.48739,-1,-1,-1,-1
СОП-02,5.0,201.162241,201.1289084,1.60524,-1,-1,-1,-1
СОП-02,5.0,201.1955736,201.162241,1.39196,-1,-1,-1,-1
СОП-02,5.0,201.2289062,201.1955736,0.97131,-1,-1,-1,-1
СОП-02,5.0,201.2622388,201.2289062,0.41711,-1,-1,-1,-1
СОП-02,5.0,201.2955714,201.2622388,0.13276,-1,-1,-1,-1
СОП-02,5.0,201.328904,201.2955714,0.59707,-1,-1,-1,-1
СОП-02,5.0,201.3622366,201.328904,0.91954,-1,-1,-1,-1
СОП-02,5.0,201.3955692,201.3622366,1.03932,-1,-1,-1,-1
СОП-02,5.0,201.4289018,201.3955692,0.87768,-1,-1,-1,-1
СОП-02,5.0,201.4622344,201.4289018,0.28546,-1,-1,-1,-1
СОП-02,5.0,201.495567,201.4622344,0.68574,-1,-1,-1,-1
СОП-02,5.0,201.5288996,201.495567,1.57363,-1,-1,-1,-1
СОП-02,5.0,201.5622322,201.5288996,1.90562,-1,-1,-1,-1
СОП-02,5.0,201.5955648,201.5622322,1.71635,-1,-1,-1,-1
СОП-02,5.0,201.6288974,201.5955648,1.37535,-1,-1,-1,-1
СОП-02,5.0,201.66223,201.6288974,1.00895,-1,-1,-1,-1
СОП-02,5.0,201.6955626,201.66223,0.62576,-1,-1,-1,-1
